id,user,invoice,date,ref_no,pending,due_on,days_passed,sales_person,paid,paid_date
36785,Users object (2),LIFE CARE SURGICALS,2023-12-21,GSTSAL/1886,2352.00,2023-12-21,176,,False,
36786,Users object (2),LIFE CARE SURGICALS,2023-12-28,GSTSAL/1928,2400.00,2023-12-28,169,,False,
36787,Users object (2),LIFE CARE SURGICALS,2024-01-05,GSTSAL/1982,2352.00,2024-01-05,161,,False,
36788,Users object (2),LIFE CARE SURGICALS,2024-01-08,GSTSAL/2002,3539.00,2024-01-08,158,,False,
36789,Users object (2),LIFE CARE SURGICALS,2024-01-17,GSTSAL/2054,3325.00,2024-01-17,149,,False,
36790,Users object (2),LIFE CARE SURGICALS,2024-02-16,GSTSAL/2277,6300.00,2024-02-16,119,,False,
36791,Users object (2),LIFE CARE SURGICALS,2024-03-06,GSTSAL/2401,2400.00,2024-03-06,100,,False,
36792,Users object (2),LIFE CARE SURGICALS,2024-03-15,GSTSAL/2450,3800.00,2024-03-15,91,,False,
36793,Users object (2),LIFE CARE SURGICALS,2024-05-04,GSTSAL/243,6879.00,2024-05-04,41,,False,
36795,Users object (2),M.J.NAIDU SUPER SPECIALITY HOSPITALS,2023-10-28,GSTSAL/1505,122415.00,2023-12-12,185,,False,
36796,Users object (2),M.J.NAIDU SUPER SPECIALITY HOSPITALS,2024-02-09,GSTSAL/2221,120000.00,2024-03-25,81,,False,
36797,Users object (2),M.RAVI TEJA,2024-02-26,GSTSAL/2330,1806.00,2024-02-26,109,,False,
36798,Users object (2),M/S CHANDRA PHARMACEUTICALS DISTRIBUTORS,2022-11-17,GSTSAL/1464,66150.00,2022-11-17,575,,False,
36799,Users object (2),M/S CHANDRA PHARMACEUTICALS DISTRIBUTORS,2023-05-16,GSTSAL/295,36691.00,2023-05-16,395,,False,
36800,Users object (2),M/S CHANDRA PHARMACEUTICALS DISTRIBUTORS,2023-06-19,GSTSAL/532,92816.00,2023-06-19,361,,False,
36801,Users object (2),M/S CHANDRA PHARMACEUTICALS DISTRIBUTORS,2023-06-20,GSTSAL/548,34620.00,2023-06-20,360,,False,
36802,Users object (2),M/S CHANDRA PHARMACEUTICALS DISTRIBUTORS,2024-03-14,GSTSAL/2449,11025.00,2024-03-14,92,,False,
36803,Users object (2),MANIPAL HOSPITALS (DWARAKA) PRIVATED LIMITED,2024-04-15,GSTSAL/74,63898.00,2024-04-15,60,,False,
36804,Users object (2),MANIPAL HOSPITALS (DWARAKA) PRIVATED LIMITED,2024-05-24,GSTSAL/385,63898.00,2024-05-24,21,,False,
36805,Users object (2),MANIPAL HOSPITALS (DWARAKA) PRIVATED LIMITED,2024-05-25,GSTSAL/393,140557.00,2024-05-25,20,,False,
36806,Users object (2),MANIPAL HOSPITALS (DWARAKA) PRIVATED LIMITED,2024-05-28,GSTSAL/412,70279.00,2024-05-28,17,,False,
36727,Users object (2),KUNDA HOSPITALS,2023-10-16,GSTSAL/1425,127821.00,2024-01-14,152,,False,
36809,Users object (2),MEDICOVER PHARMACY,2022-09-28,GSTSAL/1189,23048.00,2022-11-12,580,,False,
36810,Users object (2),MEDICOVER PHARMACY,2023-04-10,GSTSAL/53,32000.00,2023-05-25,386,,False,
36811,Users object (2),MEDIGO PHARMACY,2024-05-02,GSTSAL/211,82500.00,2024-05-02,43,,False,
36812,Users object (2),MIMSMEDICALS2 SRI RAMA EDUCATIONAL TRUST,2023-04-05,GSTSAL/21,68885.00,2023-04-05,436,,False,
36813,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-05-19,GSTSAL/321,73694.00,2023-05-19,392,,False,
36814,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-05-26,GSTSAL/359,50000.00,2023-05-26,385,,False,
36815,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-05-27,GSTSAL/375,33600.00,2023-05-27,384,,False,
36816,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-06,GSTSAL/438,12600.00,2023-06-06,374,,False,
36817,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-07,GSTSAL/446,22680.00,2023-06-07,373,,False,
36818,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-08,GSTSAL/454,19600.00,2023-06-08,372,,False,
36819,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-08,GSTSAL/455,2800.00,2023-06-08,372,,False,
36820,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-10,GSTSAL/469,6500.00,2023-06-10,370,,False,
36821,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-14,GSTSAL/492,14000.00,2023-06-14,366,,False,
36822,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-16,GSTSAL/512,16500.00,2023-06-16,364,,False,
36823,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-16,GSTSAL/513,35000.00,2023-06-16,364,,False,
36824,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-16,GSTSAL/514,10000.00,2023-06-16,364,,False,
36826,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-06-27,GSTSAL/593,25200.00,2023-06-27,353,,False,
36827,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-01,GSTSAL/625,14000.00,2023-07-01,349,,False,
36828,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-01,GSTSAL/627,2500.00,2023-07-01,349,,False,
36829,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-04,GSTSAL/641,13000.00,2023-07-04,346,,False,
36830,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-04,GSTSAL/642,4000.00,2023-07-04,346,,False,
36831,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-04,GSTSAL/643,1943.00,2023-07-04,346,,False,
36832,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-06,GSTSAL/655,19600.00,2023-07-06,344,,False,
36833,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-10,GSTSAL/682,1500.00,2023-07-10,340,,False,
36834,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-18,GSTSAL/732,10800.00,2023-07-18,332,,False,
36835,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-20,GSTSAL/745,2342.00,2023-07-20,330,,False,
36836,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-20,GSTSAL/746,3675.00,2023-07-20,330,,False,
36837,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-26,GSTSAL/789,5187.00,2023-07-26,324,,False,
36838,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-26,GSTSAL/790,672.00,2023-07-26,324,,False,
36839,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-26,GSTSAL/791,4536.00,2023-07-26,324,,False,
36840,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-26,GSTSAL/792,3549.00,2023-07-26,324,,False,
36841,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-07-26,GSTSAL/793,5355.00,2023-07-26,324,,False,
36842,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-01,GSTSAL/836,79601.00,2023-08-01,318,,False,
36843,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-02,GSTSAL/841,4746.00,2023-08-02,317,,False,
36844,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-05,GSTSAL/862,10000.00,2023-08-05,314,,False,
36845,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-07,GSTSAL/869,2646.00,2023-08-07,312,,False,
36846,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-07,GSTSAL/870,8747.00,2023-08-07,312,,False,
36847,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-08,GSTSAL/875,2835.00,2023-08-08,311,,False,
36848,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-11,GSTSAL/902,1800.00,2023-08-11,308,,False,
36849,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-16,GSTSAL/936,59600.00,2023-08-16,303,,False,
36851,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-17,GSTSAL/949,4950.00,2023-08-17,302,,False,
36852,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-17,GSTSAL/950,13755.00,2023-08-17,302,,False,
36853,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-17,GSTSAL/952,3675.00,2023-08-17,302,,False,
36854,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-18,GSTSAL/954,1701.00,2023-08-18,301,,False,
36855,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-18,GSTSAL/955,5282.00,2023-08-18,301,,False,
36856,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-18,GSTSAL/956,1800.00,2023-08-18,301,,False,
36857,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-19,GSTSAL/979,1800.00,2023-08-19,300,,False,
36858,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-19,GSTSAL/975,14950.00,2023-08-19,300,,False,
36859,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-26,GSTSAL/1034,19600.00,2023-08-26,293,,False,
36860,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-26,GSTSAL/1035,2268.00,2023-08-26,293,,False,
36861,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-26,GSTSAL/1036,7000.00,2023-08-26,293,,False,
36862,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-28,GSTSAL/1047,11000.00,2023-08-28,291,,False,
36863,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-30,GSTSAL/1054,5723.00,2023-08-30,289,,False,
36864,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-08-30,GSTSAL/1060,79600.00,2023-08-30,289,,False,
36865,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-01,GSTSAL/1066,4232.00,2023-09-01,287,,False,
36866,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-01,GSTSAL/1067,2751.00,2023-09-01,287,,False,
36867,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-04,GSTSAL/1081,25200.00,2023-09-04,284,,False,
36868,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-06,GSTSAL/1093,14123.00,2023-09-06,282,,False,
36869,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-06,GSTSAL/1095,2709.00,2023-09-06,282,,False,
36870,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-06,GSTSAL/1096,4694.00,2023-09-06,282,,False,
36871,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-08,GSTSAL/1114,9435.00,2023-09-08,280,,False,
36872,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-13,GSTSAL/1162,2583.00,2023-09-13,275,,False,
36873,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-16,GSTSAL/1182,2205.00,2023-09-16,272,,False,
36874,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-16,GSTSAL/1185,20000.00,2023-09-16,272,,False,
36876,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-19,GSTSAL/1200,3843.00,2023-09-19,269,,False,
36877,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-25,GSTSAL/1239,1050.00,2023-09-25,263,,False,
36878,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-26,GSTSAL/1245,60000.00,2023-09-26,262,,False,
36879,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-27,GSTSAL/1258,4148.00,2023-09-27,261,,False,
36880,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-09-29,GSTSAL/1277,3276.00,2023-09-29,259,,False,
36881,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-03,GSTSAL/1296,10223.00,2023-10-03,255,,False,
36882,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-03,GSTSAL/1298,7350.00,2023-10-03,255,,False,
36883,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-03,GSTSAL/1299,13020.00,2023-10-03,255,,False,
36884,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-04,GSTSAL/1304,2394.00,2023-10-04,254,,False,
36885,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-07,GSTSAL/1340,7420.00,2023-10-07,251,,False,
36886,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-07,GSTSAL/1343,15278.00,2023-10-07,251,,False,
36887,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-12,GSTSAL/1397,4389.00,2023-10-12,246,,False,
36808,Users object (2),MB MULTISPECIALITY HOSPITALS,2024-05-25,GSTSAL/398,31763.00,2024-05-25,20,,False,
36890,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-13,GSTSAL/1404,3000.00,2023-10-13,245,,False,
36891,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-13,GSTSAL/1406,2489.00,2023-10-13,245,,False,
36892,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-13,GSTSAL/1407,5313.00,2023-10-13,245,,False,
36893,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-13,GSTSAL/1403,2258.00,2023-10-13,245,,False,
36894,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-18,GSTSAL/1443,7893.00,2023-10-18,240,,False,
36895,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-18,GSTSAL/1444,1910.00,2023-10-18,240,,False,
36896,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-18,GSTSAL/1445,4000.00,2023-10-18,240,,False,
36897,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-18,GSTSAL/1446,30500.00,2023-10-18,240,,False,
36898,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-26,GSTSAL/1490,15000.00,2023-10-26,232,,False,
36899,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-26,GSTSAL/1499,3455.00,2023-10-26,232,,False,
36900,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-28,GSTSAL/1508,12495.00,2023-10-28,230,,False,
36901,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-11-03,GSTSAL/1552,2331.00,2023-11-03,224,,False,
36902,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-11-09,GSTSAL/1603,11000.00,2023-11-09,218,,False,
36903,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-11-09,GSTSAL/1604,1943.00,2023-11-09,218,,False,
36904,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-11-09,GSTSAL/1600,4000.00,2023-11-09,218,,False,
36905,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-11-24,GSTSAL/1695,420.00,2023-11-24,203,,False,
36906,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-12-02,GSTSAL/1755,3000.00,2023-12-02,195,,False,
36907,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-12-02,GSTSAL/1754,1260.00,2023-12-02,195,,False,
36908,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-12-11,GSTSAL/1819,17795.00,2023-12-11,186,,False,
36909,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-12-23,GSTSAL/1903,16000.00,2023-12-23,174,,False,
36911,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-12-30,GSTSAL/1944,1800.00,2023-12-30,167,,False,
36912,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-01-05,GSTSAL/1984,16433.00,2024-01-05,161,,False,
36913,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-01-08,GSTSAL/2006,1800.00,2024-01-08,158,,False,
36914,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-01-25,GSTSAL/2103,15000.00,2024-01-25,141,,False,
36915,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-04-10,GSTSAL/50,14000.00,2024-04-10,65,,False,
36916,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-04-15,GSTSAL/80,11470.00,2024-04-15,60,,False,
36917,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-04-17,GSTSAL/91,3696.00,2024-04-17,58,,False,
36918,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-05-03,GSTSAL/225,3728.00,2024-05-03,42,,False,
36919,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2024-05-09,GSTSAL/282,16000.00,2024-05-09,36,,False,
36920,Users object (2),MK SURGICALS,2024-03-18,GSTSAL/2466,23.00,2024-03-18,88,,False,
36921,Users object (2),MYTHREE MEDICAL SERVICES LLP,2024-04-02,GSTSAL/9,3150.00,2024-04-02,73,,False,
36922,Users object (2),MYTHREE MEDICAL SERVICES LLP,2024-04-24,GSTSAL/151,1800.00,2024-04-24,51,,False,
36923,Users object (2),NANDAN HOSPITALS,2022-04-19,GSTSAL/93,9823.00,2022-06-03,742,,False,
36924,Users object (2),NANDAN HOSPITALS,2022-05-16,GSTSAL/251,117857.00,2022-06-30,715,,False,
36925,Users object (2),NANDAN HOSPITALS,2022-05-21,GSTSAL/294,117857.00,2022-07-05,710,,False,
36926,Users object (2),NANDAN HOSPITALS,2023-03-25,GSTSAL/2219,90000.00,2023-05-09,402,,False,
36927,Users object (2),NANDAN HOSPITALS,2023-04-11,GSTSAL/56,69510.00,2023-05-26,385,,False,
36928,Users object (2),NANDAN HOSPITALS,2023-08-19,GSTSAL/969,17000.00,2023-10-03,255,,False,
36929,Users object (2),NANDAN HOSPITALS,2024-01-03,GSTSAL/1965,10500.00,2024-02-17,118,,False,
36930,Users object (2),NANDAN HOSPITALS,2024-02-03,GSTSAL/2177,3996.00,2024-03-19,87,,False,
36931,Users object (2),NANDAN HOSPITALS,2024-03-25,GSTSAL/2508,252.00,2024-05-09,36,,False,
36932,Users object (2),NANDAN HOSPITALS,2024-03-26,GSTSAL/2510,24318.00,2024-05-10,35,,False,
36933,Users object (2),NANDAN HOSPITALS,2024-04-05,GSTSAL/17,4500.00,2024-04-05,70,,False,
36934,Users object (2),NANDAN HOSPITALS,2024-04-13,GSTSAL/72,189.00,2024-04-13,62,,False,
36936,Users object (2),NANDAN HOSPITALS,2024-05-07,GSTSAL/263,126.00,2024-05-07,38,,False,
36937,Users object (2),NELLORE HOSPITAL,2024-05-25,GSTSAL/394,39000.00,2024-05-25,20,,False,
36938,Users object (2),"NETHISH MEDICALS, Kadapa",2024-05-09,GSTSAL/278,17697.00,2024-05-09,36,,False,
36939,Users object (2),"NETHISH MEDICALS, Kadapa",2024-05-11,GSTSAL/305,17143.00,2024-05-11,34,,False,
36940,Users object (2),NRI ACADEMY OF SCIENCES PHARMACY STORES,2022-04-16,GSTSAL/68,46882.00,2022-04-16,790,,False,
36941,Users object (2),NRI ACADEMY OF SCIENCES PHARMACY STORES,2024-03-28,GSTSAL/2529,8229.00,2024-03-28,78,,False,
36942,Users object (2),NRI ACADEMY OF SCIENCES PHARMACY STORES,2024-04-13,GSTSAL/71,26000.00,2024-04-13,62,,False,
36943,Users object (2),NRI ACADEMY OF SCIENCES PHARMACY STORES,2024-05-06,GSTSAL/253,19950.00,2024-05-06,39,,False,
36944,Users object (2),NUHA HOSPITAL,2024-03-05,GSTSAL/2389,28000.00,2024-04-19,56,,False,
36945,Users object (2),NUHA HOSPITAL,2024-03-06,GSTSAL/2402,32000.00,2024-04-20,55,,False,
36946,Users object (2),NUHA HOSPITAL,2024-04-18,GSTSAL/98,110000.00,2024-04-18,57,,False,
36947,Users object (2),NUHA HOSPITAL,2024-04-19,GSTSAL/106,73000.00,2024-04-19,56,,False,
36948,Users object (2),OSSEOUS SURGICALS,2024-05-12,3,30429.00,2024-05-12,33,,False,
36949,Users object (2),OSSEOUS SURGICALS,2024-05-12,2,103194.00,2024-05-12,33,,False,
36950,Users object (2),PRAJA VAIDYA SALA,2024-05-21,GSTSAL/353,4239.00,2024-05-21,24,,False,
36951,Users object (2),PRAJA VAIDYA SALA,2024-05-27,GSTSAL/408,2037.00,2024-05-27,18,,False,
36952,Users object (2),PUSHPA INDO - BRITISH PHARMACY,2022-06-20,142,46108.00,2022-08-04,680,,False,
36954,Users object (2),QUALITY CARE INDIA LIMITED,2022-12-20,GSTSAL/1673,5130.00,2022-12-20,542,,False,
36955,Users object (2),QUALITY CARE INDIA LIMITED,2022-12-27,GSTSAL/1714,22373.00,2022-12-27,535,,False,
36956,Users object (2),QUALITY CARE INDIA LIMITED,2023-01-03,GSTSAL/1761,30125.00,2023-01-03,528,,False,
36957,Users object (2),QUALITY CARE INDIA LIMITED,2023-03-24,GSTSAL/2216,1.00,2023-03-24,448,,False,
36958,Users object (2),QUALITY CARE INDIA LIMITED,2023-08-03,GSTSAL/848,1.00,2023-08-03,316,,False,
36959,Users object (2),QUALITY CARE INDIA LIMITED,2023-09-05,GSTSAL/1084,1.00,2023-09-05,283,,False,
36961,Users object (2),QUANTUM SURGICALS PVT LTD,2024-05-23,GSTSAL/374,69300.00,2024-05-23,22,,False,
36962,Users object (2),QUEENS NRI HOSPITALS,2023-01-28,GSTSAL/1888,26796.00,2023-03-14,458,,False,
36963,Users object (2),QUEENS NRI HOSPITALS,2023-01-28,GSTSAL/1884,62141.00,2023-03-14,458,,False,
36964,Users object (2),QUEENS NRI HOSPITALS,2023-03-14,GSTSAL/2146,47250.00,2023-04-28,413,,False,
36965,Users object (2),R.S.ENTERPRISES(BANGALORE)PVT. LTD,2023-02-21,GSTSAL/2008,31029.66,2023-02-21,479,,False,
36966,Users object (2),"RAMESH HOSPITAL PRIVATE LIMITED, Vijayawada",2024-05-04,GSTSAL/239,38798.00,2024-05-04,41,,False,
36967,Users object (2),"RAMESH HOSPITAL PRIVATE LIMITED, Vijayawada",2024-05-04,GSTSAL/2428,1.87,2024-06-18,-4,,False,
36968,Users object (2),"RAMESH HOSPITALS PVT LIMITED, GUNTUR",2024-05-23,GSTSAL/376,23500.00,2024-05-23,22,,False,
36953,Users object (2),QUALITY CARE INDIA LIMITED,2022-12-19,GSTSAL/1669,6028.00,2022-12-19,543,,True,2024-06-13
36889,Users object (2),MISO HEALTHCARE PRIVATE LIMITED,2023-10-13,GSTSAL/1402,4000.00,2023-10-13,245,,False,
36971,Users object (2),ROOPA ORTHOPAEDIC & MULTI SPECIALITY HOSPITAL,2023-03-31,GSTSAL/2267,8500.00,2023-03-31,441,,False,
36972,Users object (2),ROOPA ORTHOPAEDIC & MULTI SPECIALITY HOSPITAL,2023-07-04,GSTSAL/648,24000.00,2023-07-04,346,,False,
36973,Users object (2),ROOPA ORTHOPAEDIC & MULTI SPECIALITY HOSPITAL,2024-04-10,GSTSAL/43,99.00,2024-04-10,65,,False,
36974,Users object (2),ROOPA ORTHOPAEDIC & MULTI SPECIALITY HOSPITAL,2024-05-09,GSTSAL/285,12600.00,2024-05-09,36,,False,
36975,Users object (2),ROOPA ORTHOPAEDIC & MULTI SPECIALITY HOSPITAL,2024-05-28,GSTSAL/417,54750.00,2024-05-28,17,,False,
36976,Users object (2),RSV SURGICALS AND MEDICALS,2023-12-13,GSTSAL/1834,7188.00,2024-01-27,139,,False,
36977,Users object (2),RSV SURGICALS AND MEDICALS,2024-01-18,GSTSAL/2057,4950.00,2024-03-03,103,,False,
36978,Users object (2),RSV SURGICALS AND MEDICALS,2024-02-13,GSTSAL/2246,7350.00,2024-03-29,77,,False,
36979,Users object (2),RSV SURGICALS AND MEDICALS,2024-03-25,GSTSAL/2509,5836.00,2024-05-09,36,,False,
36980,Users object (2),RSV SURGICALS AND MEDICALS,2024-04-03,GSTSAL/15,5116.00,2024-04-03,72,,False,
36981,Users object (2),RSV SURGICALS AND MEDICALS,2024-04-24,GSTSAL/155,5737.00,2024-04-24,51,,False,
36982,Users object (2),RSV SURGICALS AND MEDICALS,2024-05-29,GSTSAL/426,5704.00,2024-05-29,16,,False,
36983,Users object (2),SAGAR DURGA HOSPITAL,2024-04-29,GSTSAL/189,40500.00,2024-04-29,46,,False,
36984,Users object (2),SAI BHASKAR MEDICALS,2024-03-06,GSTSAL/2399,21750.00,2024-04-20,55,,False,
36985,Users object (2),SAI BHASKAR MEDICALS,2024-03-15,GSTSAL/2459,9400.00,2024-04-29,46,,False,
36986,Users object (2),SAI BHASKAR MEDICALS,2024-05-01,GSTSAL/210,3885.00,2024-05-01,44,,False,
36988,Users object (2),SAI BHASKAR MEDICALS(GUNTUR),2024-02-09,GSTSAL/2219,48300.00,2024-02-09,126,,False,
36989,Users object (2),SAI BHASKAR MEDICALS(GUNTUR),2024-02-16,GSTSAL/2276,9000.00,2024-02-16,119,,False,
36990,Users object (2),SAI BHASKAR MEDICALS(GUNTUR),2024-02-29,GSTSAL/2354,138138.00,2024-02-29,106,,False,
36991,Users object (2),SAI BHASKAR MEDICALS(GUNTUR),2024-04-19,GSTSAL/103,57550.00,2024-04-19,56,,False,
36992,Users object (2),SAI GODAVARI MEDICALS,2024-05-29,GSTSAL/423,10000.00,2024-05-29,16,,False,
36993,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-03-31,GSTSAL/2487,41371.00,2024-03-31,75,,False,
36994,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-04-20,GSTSAL/115,41371.00,2024-04-20,55,,False,
36995,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-04-29,GSTSAL/192,22575.00,2024-04-29,46,,False,
36996,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-05-02,GSTSAL/219,22575.00,2024-05-02,43,,False,
36997,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-05-13,GSTSAL/307,22575.00,2024-05-13,32,,False,
36998,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-05-16,GSTSAL/318,41371.00,2024-05-16,29,,False,
36999,Users object (2),SAMUDRA HEALTHCARE ENTERPRISE LIMITED,2024-05-28,GSTSAL/419,42480.00,2024-05-28,17,,False,
37000,Users object (2),SANJIVI HOSPITALS,2024-02-26,GSTSAL/2332,10000.00,2024-04-11,64,,False,
37001,Users object (2),SANJIVI HOSPITALS,2024-03-13,GSTSAL/2437,7400.00,2024-04-27,48,,False,
37002,Users object (2),SANJIVI HOSPITALS,2024-03-21,GSTSAL/2482,43877.00,2024-05-05,40,,False,
37003,Users object (2),SANJIVI HOSPITALS,2024-04-02,GSTSAL/7,46397.00,2024-04-02,73,,False,
37004,Users object (2),SANJIVI HOSPITALS,2024-04-02,GSTSAL/8,46397.00,2024-04-02,73,,False,
37005,Users object (2),SANJIVI HOSPITALS,2024-05-02,GSTSAL/216,23000.00,2024-05-02,43,,False,
37006,Users object (2),SANJIVI HOSPITALS,2024-05-02,GSTSAL/217,4000.00,2024-05-02,43,,False,
37007,Users object (2),SANJIVI HOSPITALS,2024-05-02,GSTSAL/221,7095.00,2024-05-02,43,,False,
37008,Users object (2),SANJIVI HOSPITALS,2024-05-21,GSTSAL/355,25800.00,2024-05-21,24,,False,
37009,Users object (2),SANJIVI HOSPITALS,2024-05-21,GSTSAL/354,50550.00,2024-05-21,24,,False,
37010,Users object (2),SANKALPA HOSPITAL(GUNTUR),2023-03-29,GSTSAL/2254,94.00,2023-03-29,443,,False,
